,num_passengers,sales_channel,length_of_stay,trip_type,booking_origin,purchase_to_travel,flight_day,flight_duration,flight_hour
11206,1,Internet,30,RoundTrip,Australia,42,Thu,8.83,6
11207,1,Internet,91,RoundTrip,Australia,15,Tue,8.83,1
11208,1,Mobile,89,RoundTrip,Australia,4,Sat,8.83,6
11209,1,Mobile,20,RoundTrip,Australia,188,Thu,8.83,5
11210,2,Internet,21,RoundTrip,Australia,188,Sat,8.83,11
11211,2,Internet,29,RoundTrip,Australia,54,Thu,8.83,23
11212,2,Internet,20,RoundTrip,Australia,52,Sat,8.83,7
11213,2,Internet,23,RoundTrip,Australia,196,Sat,8.83,21
11214,3,Internet,33,RoundTrip,Australia,65,Fri,8.83,7
11215,1,Internet,22,RoundTrip,Australia,35,Wed,8.83,10
11216,1,Internet,17,RoundTrip,Australia,5,Tue,8.83,10
11217,1,Internet,18,RoundTrip,Australia,262,Wed,8.83,6
11218,1,Internet,125,RoundTrip,Australia,15,Sun,8.83,23
11219,1,Internet,29,RoundTrip,Australia,4,Fri,8.83,9
11220,1,Internet,24,RoundTrip,Australia,80,Mon,8.83,3
11221,1,Internet,37,RoundTrip,Australia,33,Fri,8.83,22
11222,1,Mobile,23,RoundTrip,Australia,38,Thu,8.83,4
11223,3,Mobile,39,RoundTrip,Australia,214,Tue,8.83,2
11224,1,Internet,24,RoundTrip,Australia,66,Sat,8.83,7
11225,1,Internet,21,RoundTrip,Australia,12,Mon,8.83,21
11226,1,Internet,33,RoundTrip,Australia,62,Tue,8.83,6
11227,1,Internet,21,RoundTrip,Australia,1,Thu,8.83,21
11228,2,Internet,18,RoundTrip,Australia,148,Thu,8.83,11
11229,1,Internet,29,RoundTrip,Australia,155,Fri,8.83,11
11230,1,Internet,76,RoundTrip,Australia,7,Fri,8.83,16
11231,1,Internet,25,RoundTrip,Australia,3,Wed,8.83,9
11232,2,Internet,39,RoundTrip,Australia,4,Tue,8.83,0
11233,4,Internet,25,RoundTrip,Australia,43,Wed,8.83,0
11235,1,Internet,23,RoundTrip,Australia,75,Mon,8.83,12
11236,1,Mobile,25,RoundTrip,Australia,17,Sun,8.83,8
11237,4,Internet,19,RoundTrip,Australia,11,Sat,8.83,15
11238,3,Internet,22,RoundTrip,Australia,139,Mon,8.83,9
11239,4,Internet,17,RoundTrip,Australia,143,Thu,8.83,3
11240,1,Internet,24,RoundTrip,Australia,49,Sun,8.83,11
11241,2,Internet,33,RoundTrip,Australia,79,Wed,8.83,4
11242,1,Internet,21,RoundTrip,Australia,6,Mon,8.83,3
11243,4,Internet,26,RoundTrip,Australia,18,Tue,8.83,12
11244,1,Internet,22,RoundTrip,Australia,11,Fri,8.83,2
11245,1,Internet,18,RoundTrip,Australia,37,Sat,8.83,2
11246,1,Internet,28,RoundTrip,Australia,79,Tue,8.83,1
11247,2,Internet,48,RoundTrip,Australia,2,Sat,8.83,11
11248,2,Internet,89,RoundTrip,Australia,5,Fri,8.83,10
11249,1,Internet,31,RoundTrip,Australia,41,Sat,8.83,6
11250,1,Internet,28,RoundTrip,Australia,66,Thu,8.83,14
11251,1,Internet,18,RoundTrip,Australia,41,Wed,8.83,10
11252,1,Internet,17,RoundTrip,Australia,70,Fri,8.83,11
11253,1,Mobile,23,RoundTrip,Australia,31,Wed,8.83,0
11254,1,Internet,20,RoundTrip,Australia,21,Tue,8.83,22
11255,1,Internet,74,RoundTrip,Australia,4,Mon,8.83,7
11256,1,Internet,19,RoundTrip,Australia,239,Sat,8.83,12
11257,1,Internet,19,RoundTrip,Australia,13,Thu,8.83,8
11258,1,Internet,27,RoundTrip,Australia,61,Fri,8.83,1
11259,1,Internet,34,RoundTrip,Australia,100,Wed,8.83,5
11260,1,Internet,25,RoundTrip,Australia,253,Wed,8.83,9
11261,1,Internet,32,RoundTrip,Australia,52,Mon,8.83,6
11262,2,Internet,24,RoundTrip,Australia,140,Mon,8.83,23
11263,2,Internet,17,RoundTrip,Australia,49,Wed,8.83,11
11264,2,Internet,18,RoundTrip,Australia,283,Sun,8.83,9
11265,1,Internet,19,RoundTrip,Australia,62,Mon,8.83,3
11266,2,Internet,21,RoundTrip,Australia,51,Mon,8.83,13
11267,1,Internet,36,RoundTrip,Australia,99,Sat,8.83,12
11268,2,Internet,25,RoundTrip,Australia,58,Fri,8.83,12
11269,1,Internet,90,RoundTrip,Australia,91,Sat,8.83,11
11270,1,Internet,24,RoundTrip,Australia,124,Tue,8.83,12
11271,1,Internet,33,RoundTrip,Australia,104,Thu,8.83,7
11272,1,Internet,20,RoundTrip,Australia,134,Mon,8.83,13
11273,1,Internet,25,RoundTrip,Australia,71,Thu,8.83,9
11274,1,Internet,30,RoundTrip,Australia,256,Thu,8.83,22
11275,1,Internet,20,RoundTrip,Australia,63,Fri,8.83,16
11276,1,Internet,22,RoundTrip,Australia,62,Sun,8.83,11
11277,1,Internet,26,RoundTrip,Australia,17,Wed,8.83,12
11278,1,Internet,32,RoundTrip,Australia,34,Tue,8.83,23
11279,2,Internet,21,RoundTrip,Australia,76,Tue,8.83,2
11280,1,Internet,92,RoundTrip,Australia,42,Wed,8.83,15
11281,2,Internet,23,RoundTrip,Australia,362,Mon,8.83,7
11282,2,Internet,32,RoundTrip,Australia,405,Mon,8.83,5
11283,1,Internet,89,RoundTrip,Australia,62,Tue,8.83,2
11284,1,Internet,91,RoundTrip,Australia,4,Mon,8.83,8
11285,2,Mobile,23,RoundTrip,Australia,138,Sun,8.83,6
11286,1,Internet,36,RoundTrip,Australia,120,Sun,8.83,9
11287,1,Internet,41,RoundTrip,Australia,7,Tue,8.83,0
11288,2,Internet,48,RoundTrip,Australia,1,Mon,8.83,3
11289,1,Internet,22,RoundTrip,Australia,51,Mon,8.83,22
11290,1,Internet,23,RoundTrip,Australia,62,Fri,8.83,9
11291,1,Internet,53,RoundTrip,Australia,165,Tue,8.83,14
11292,2,Internet,25,RoundTrip,Australia,175,Sun,8.83,3
11293,1,Internet,211,RoundTrip,Australia,17,Tue,8.83,4
11294,1,Internet,84,RoundTrip,Australia,6,Wed,8.83,1
11295,1,Internet,188,RoundTrip,Australia,28,Fri,8.83,22
11296,1,Internet,22,RoundTrip,Australia,26,Mon,8.83,4
11297,2,Internet,23,RoundTrip,Australia,55,Mon,8.83,9
11298,1,Internet,39,RoundTrip,Australia,3,Wed,8.83,13
11299,1,Mobile,38,RoundTrip,Australia,34,Thu,8.83,6
11300,1,Internet,29,RoundTrip,Australia,55,Thu,8.83,14
11301,1,Internet,40,RoundTrip,Australia,85,Sun,8.83,14
11302,4,Internet,19,RoundTrip,Australia,12,Tue,8.83,21
11303,1,Internet,24,RoundTrip,Australia,63,Fri,8.83,3
11304,3,Internet,87,RoundTrip,Australia,128,Sun,8.83,11
11305,1,Internet,34,RoundTrip,Australia,122,Sun,8.83,7
11306,3,Internet,22,RoundTrip,Australia,80,Mon,8.83,11
11307,1,Internet,32,RoundTrip,Australia,17,Sun,8.83,11
11308,1,Mobile,20,RoundTrip,Australia,10,Fri,8.83,22
11309,2,Internet,29,RoundTrip,Australia,83,Tue,8.83,3
11310,1,Internet,24,RoundTrip,Australia,115,Tue,8.83,10
11311,3,Internet,27,RoundTrip,Australia,113,Fri,8.83,13
11312,4,Internet,20,RoundTrip,Australia,212,Sat,8.83,2
11313,2,Internet,17,RoundTrip,Australia,105,Mon,8.83,10
11314,3,Internet,23,RoundTrip,Australia,42,Sun,8.83,1
11315,4,Internet,33,RoundTrip,Australia,134,Mon,8.83,4
11316,1,Internet,23,RoundTrip,Australia,8,Sun,8.83,11
11317,2,Internet,24,RoundTrip,Australia,156,Sun,8.83,21
11318,1,Internet,20,RoundTrip,Australia,113,Thu,8.83,7
11319,1,Internet,32,RoundTrip,Australia,11,Sat,8.83,8
11320,1,Internet,34,RoundTrip,Australia,119,Mon,8.83,12
11321,1,Internet,27,RoundTrip,Australia,24,Sat,8.83,14
11322,2,Internet,17,RoundTrip,Australia,33,Fri,8.83,1
11323,1,Internet,34,RoundTrip,Australia,93,Thu,8.83,14
11324,1,Internet,51,RoundTrip,Australia,3,Tue,8.83,6
11325,1,Internet,19,RoundTrip,Australia,67,Wed,8.83,7
11326,1,Internet,21,RoundTrip,Australia,111,Tue,8.83,21
11327,1,Internet,26,RoundTrip,Australia,115,Thu,8.83,10
11328,2,Internet,18,RoundTrip,Australia,55,Mon,8.83,11
11329,2,Internet,23,RoundTrip,Australia,93,Mon,8.83,11
11330,1,Internet,86,RoundTrip,Australia,29,Fri,8.83,5
11331,1,Internet,34,RoundTrip,Australia,5,Sun,8.83,23
11332,1,Internet,22,RoundTrip,Australia,178,Tue,8.83,9
11333,1,Mobile,43,RoundTrip,Australia,26,Sat,8.83,7
11334,1,Internet,42,RoundTrip,Australia,16,Sun,8.83,14
11335,2,Internet,27,RoundTrip,Australia,189,Fri,8.83,10
11336,1,Mobile,48,RoundTrip,Australia,155,Fri,8.83,2
11337,5,Internet,67,RoundTrip,Australia,382,Sun,8.83,23
11338,1,Internet,94,RoundTrip,Australia,50,Thu,8.83,14
11339,2,Internet,90,RoundTrip,Australia,16,Mon,8.83,9
11340,1,Mobile,29,RoundTrip,Australia,51,Fri,8.83,6
11341,1,Internet,35,RoundTrip,Australia,89,Thu,8.83,22
11342,1,Internet,64,RoundTrip,Australia,17,Tue,8.83,12
11343,2,Internet,21,RoundTrip,Australia,44,Thu,8.83,5
11344,1,Internet,61,RoundTrip,Australia,245,Fri,8.83,9
11345,2,Internet,19,RoundTrip,Australia,50,Wed,8.83,3
11346,1,Internet,21,RoundTrip,Australia,155,Sat,8.83,9
11347,1,Internet,31,RoundTrip,Australia,23,Wed,8.83,1
11348,1,Internet,28,RoundTrip,Australia,173,Fri,8.83,0
11349,3,Internet,20,RoundTrip,Australia,6,Mon,8.83,8
11350,1,Internet,20,RoundTrip,Australia,1,Fri,8.83,5
11351,1,Internet,183,RoundTrip,Australia,85,Sun,8.83,23
11352,1,Internet,21,RoundTrip,Australia,13,Tue,8.83,23
11353,1,Internet,24,RoundTrip,Australia,351,Sun,8.83,21
11354,1,Internet,30,RoundTrip,Australia,179,Thu,8.83,12
11355,1,Internet,17,RoundTrip,Australia,95,Mon,8.83,5
11356,1,Internet,26,RoundTrip,Australia,45,Thu,8.83,8
11357,1,Internet,25,RoundTrip,Australia,49,Sat,8.83,21
11358,1,Internet,78,RoundTrip,Australia,20,Wed,8.83,0
11359,1,Internet,20,RoundTrip,Australia,8,Sat,8.83,2
11360,1,Internet,23,RoundTrip,Australia,65,Sat,8.83,2
11361,1,Internet,1,RoundTrip,Australia,13,Fri,8.83,9
11362,1,Internet,19,RoundTrip,Australia,9,Mon,8.83,12
11364,1,Internet,23,RoundTrip,Australia,17,Sun,8.83,11
11365,1,Internet,29,RoundTrip,Australia,5,Fri,8.83,21
11366,1,Internet,33,RoundTrip,Australia,41,Wed,8.83,5
11367,1,Internet,38,RoundTrip,Australia,57,Thu,8.83,10
11368,1,Internet,30,RoundTrip,Australia,119,Sun,8.83,23
11369,1,Internet,18,RoundTrip,Australia,69,Fri,8.83,4
11370,1,Internet,40,RoundTrip,Australia,46,Sat,8.83,14
11372,1,Internet,18,RoundTrip,Australia,13,Mon,8.83,7
11373,2,Internet,17,RoundTrip,Australia,181,Thu,8.83,10
11374,1,Internet,28,RoundTrip,Australia,13,Sat,8.83,2
11375,2,Internet,17,RoundTrip,Australia,35,Sun,8.83,5
11376,1,Internet,22,RoundTrip,Australia,219,Wed,8.83,1
11377,1,Internet,40,RoundTrip,Australia,31,Mon,8.83,2
11378,1,Internet,88,RoundTrip,Australia,5,Fri,8.83,2
11379,1,Internet,17,RoundTrip,Australia,72,Wed,8.83,8
11380,1,Internet,31,RoundTrip,Australia,40,Mon,8.83,3
11381,1,Internet,24,RoundTrip,Australia,50,Thu,8.83,10
11382,1,Internet,32,RoundTrip,Australia,18,Wed,8.83,12
11383,1,Mobile,19,RoundTrip,Australia,25,Sun,8.83,3
11384,1,Mobile,29,RoundTrip,Australia,36,Thu,8.83,4
11385,1,Internet,87,RoundTrip,Australia,14,Tue,8.83,13
11386,2,Mobile,21,RoundTrip,Australia,14,Sun,8.83,12
11387,2,Internet,28,RoundTrip,Australia,160,Wed,8.83,2
11388,1,Internet,29,RoundTrip,Australia,23,Wed,8.83,10
11389,2,Internet,18,RoundTrip,Australia,62,Tue,8.83,8
11390,1,Internet,24,RoundTrip,Australia,28,Wed,8.83,4
11391,1,Internet,18,RoundTrip,Australia,17,Sun,8.83,5
11392,1,Internet,26,CircleTrip,Australia,6,Tue,8.83,11
11393,1,Internet,21,RoundTrip,Australia,185,Tue,8.83,9
11394,1,Internet,22,RoundTrip,Australia,18,Mon,8.83,12
11395,2,Internet,17,RoundTrip,Australia,38,Mon,8.83,11
11396,2,Mobile,17,RoundTrip,Australia,157,Fri,8.83,12
11397,1,Internet,28,RoundTrip,Australia,32,Tue,8.83,9
11398,1,Internet,27,RoundTrip,Australia,16,Sat,8.83,11
11399,1,Internet,24,RoundTrip,Australia,60,Thu,8.83,4
11400,2,Internet,55,RoundTrip,Australia,124,Sat,8.83,15
11401,1,Internet,19,RoundTrip,Australia,18,Thu,8.83,13
11402,3,Internet,23,RoundTrip,Australia,88,Wed,8.83,7
11403,2,Mobile,35,RoundTrip,Australia,104,Fri,8.83,1
11404,1,Internet,19,RoundTrip,Australia,3,Tue,8.83,3
11405,1,Internet,28,RoundTrip,Australia,4,Tue,8.83,13
11406,1,Internet,19,RoundTrip,Australia,32,Mon,8.83,15
11407,1,Internet,28,RoundTrip,Australia,50,Thu,8.83,10
11408,2,Internet,64,RoundTrip,Australia,7,Mon,8.83,9
11409,1,Internet,17,RoundTrip,Australia,64,Tue,8.83,4
11410,3,Internet,57,RoundTrip,Australia,149,Fri,8.83,22
11411,1,Mobile,19,RoundTrip,Australia,36,Thu,8.83,3
11412,1,Mobile,17,RoundTrip,Australia,60,Tue,8.83,12
11413,1,Internet,34,RoundTrip,Australia,45,Fri,8.83,14
11414,1,Internet,24,RoundTrip,Australia,31,Sat,8.83,14
11415,1,Internet,18,RoundTrip,Australia,26,Mon,8.83,10
11416,6,Internet,57,RoundTrip,Australia,25,Wed,8.83,3
11417,1,Internet,21,RoundTrip,Australia,57,Fri,8.83,10
11418,1,Internet,87,RoundTrip,Australia,157,Sat,8.83,0
11419,2,Internet,29,RoundTrip,Australia,79,Sun,8.83,7
11420,1,Internet,33,RoundTrip,Australia,20,Thu,8.83,8
11421,3,Internet,22,RoundTrip,Australia,121,Fri,8.83,15
11422,1,Mobile,25,RoundTrip,Australia,24,Tue,8.83,19
11423,3,Internet,28,RoundTrip,Australia,25,Sat,8.83,5
11424,2,Internet,84,RoundTrip,Australia,57,Thu,8.83,12
11425,1,Internet,44,RoundTrip,Australia,18,Wed,8.83,11
11426,1,Internet,56,RoundTrip,Australia,21,Mon,8.83,13
11427,3,Internet,48,RoundTrip,Australia,361,Mon,8.83,4
11428,2,Internet,18,RoundTrip,Australia,35,Fri,8.83,23
11429,2,Internet,48,RoundTrip,Australia,19,Mon,8.83,12
11430,1,Internet,29,RoundTrip,Australia,79,Thu,8.83,12
11431,1,Internet,185,RoundTrip,Australia,13,Tue,8.83,13
11432,1,Internet,29,RoundTrip,Australia,183,Wed,8.83,7
11433,1,Internet,24,RoundTrip,Australia,38,Wed,8.83,0
11434,2,Mobile,54,RoundTrip,Australia,5,Fri,8.83,13
11435,1,Internet,20,RoundTrip,Australia,72,Fri,8.83,10
11436,1,Internet,18,RoundTrip,Australia,21,Fri,8.83,6
11437,1,Internet,22,RoundTrip,Australia,16,Tue,8.83,8
11438,1,Internet,18,RoundTrip,Australia,84,Mon,8.83,9
11439,1,Internet,17,RoundTrip,Australia,37,Sat,8.83,3
11440,1,Mobile,27,RoundTrip,Australia,36,Mon,8.83,0
11441,2,Internet,21,RoundTrip,Australia,44,Fri,8.83,5
11442,2,Internet,25,RoundTrip,Australia,35,Thu,8.83,2
11443,1,Internet,23,RoundTrip,Australia,24,Thu,8.83,4
11444,2,Internet,17,RoundTrip,Australia,90,Wed,8.83,5
11445,1,Internet,29,RoundTrip,Australia,17,Mon,8.83,5
11446,1,Internet,25,RoundTrip,Australia,234,Thu,8.83,6
11447,1,Internet,24,RoundTrip,Australia,131,Tue,8.83,22
11448,1,Mobile,19,RoundTrip,Australia,51,Fri,8.83,10
11449,1,Internet,17,RoundTrip,Australia,29,Sat,8.83,3
11450,1,Internet,23,RoundTrip,Australia,40,Tue,8.83,0
11451,2,Internet,18,RoundTrip,Australia,6,Mon,8.83,2
11452,1,Internet,24,RoundTrip,Australia,59,Thu,8.83,14
11453,1,Internet,23,RoundTrip,Australia,4,Tue,8.83,2
11454,1,Internet,26,RoundTrip,Australia,107,Fri,8.83,12
11455,1,Internet,18,RoundTrip,Australia,39,Fri,8.83,22
11456,2,Internet,30,RoundTrip,Australia,86,Tue,8.83,0
11457,2,Internet,29,RoundTrip,Australia,231,Wed,8.83,1
11458,1,Internet,24,RoundTrip,Australia,59,Sun,8.83,9
11459,2,Internet,29,RoundTrip,Australia,99,Tue,8.83,9
11460,1,Internet,27,RoundTrip,Australia,238,Wed,8.83,1
11461,1,Mobile,17,RoundTrip,Australia,7,Wed,8.83,16
11462,2,Internet,45,RoundTrip,Australia,22,Sun,8.83,23
11463,2,Internet,17,RoundTrip,Australia,401,Mon,8.83,5
11464,2,Internet,20,RoundTrip,Australia,54,Sun,8.83,12
11465,2,Internet,29,RoundTrip,Australia,177,Mon,8.83,2
11466,2,Internet,17,RoundTrip,Australia,66,Sun,8.83,1
11467,1,Internet,18,RoundTrip,Australia,253,Thu,8.83,0
11468,2,Internet,31,RoundTrip,Australia,262,Fri,8.83,6
11469,1,Internet,36,RoundTrip,Australia,380,Sun,8.83,8
11470,1,Internet,24,RoundTrip,Australia,6,Wed,8.83,8
11471,1,Internet,55,RoundTrip,Australia,99,Fri,8.83,6
11472,1,Internet,26,RoundTrip,Australia,102,Thu,6.42,9
11473,1,Internet,17,RoundTrip,Australia,54,Sun,6.42,12
11474,1,Internet,25,RoundTrip,Australia,13,Sun,6.42,16
11475,4,Internet,29,RoundTrip,Australia,13,Thu,6.42,5
11476,1,Mobile,24,RoundTrip,Australia,39,Sat,6.42,5
11477,1,Internet,28,RoundTrip,Australia,59,Thu,6.42,7
11478,1,Internet,17,RoundTrip,Australia,40,Fri,6.42,6
11479,1,Internet,339,RoundTrip,Australia,4,Wed,6.42,4
11480,2,Internet,37,RoundTrip,Australia,41,Sun,6.42,9
11481,2,Internet,19,RoundTrip,Australia,198,Thu,6.42,5
11482,1,Internet,70,RoundTrip,Australia,17,Wed,6.42,14
11483,1,Mobile,40,RoundTrip,Australia,43,Mon,6.42,6
11484,1,Internet,47,RoundTrip,Australia,57,Sun,8.58,11
11485,2,Internet,47,RoundTrip,Australia,46,Sat,8.58,2
11486,1,Internet,62,RoundTrip,Australia,20,Thu,8.58,23
11487,1,Internet,31,RoundTrip,Australia,1,Tue,8.58,12
11488,1,Internet,28,RoundTrip,Australia,25,Tue,8.58,10
11489,1,Internet,37,RoundTrip,Australia,37,Mon,8.58,10
11490,2,Internet,19,RoundTrip,Australia,16,Thu,8.58,4
11491,1,Internet,39,RoundTrip,Australia,49,Wed,8.58,9
11492,1,Internet,23,RoundTrip,Australia,78,Sun,8.58,3
11493,1,Internet,31,RoundTrip,Australia,6,Tue,8.58,9
11494,1,Mobile,78,RoundTrip,Australia,117,Mon,8.58,11
11495,2,Internet,20,OneWay,Australia,299,Sun,8.58,1
11496,1,Mobile,19,RoundTrip,Australia,36,Mon,8.58,6
11497,1,Internet,25,RoundTrip,Australia,227,Mon,8.58,1
11498,1,Internet,23,RoundTrip,Australia,54,Mon,8.58,8
11499,1,Internet,18,RoundTrip,Australia,35,Thu,8.58,7
11500,2,Internet,28,RoundTrip,Australia,42,Tue,8.58,8
11501,1,Internet,90,RoundTrip,Australia,34,Wed,8.58,0
11502,2,Internet,25,RoundTrip,Australia,227,Mon,8.58,2
11503,2,Internet,27,OneWay,Australia,91,Sat,8.58,9
11504,1,Internet,28,RoundTrip,Australia,59,Tue,8.58,1
11505,1,Internet,34,RoundTrip,Australia,20,Sun,8.58,10
11506,1,Internet,19,RoundTrip,Australia,5,Tue,8.58,7
11507,1,Internet,28,RoundTrip,Australia,27,Wed,8.58,9
11508,1,Internet,27,RoundTrip,Australia,48,Sun,8.58,23
11509,1,Internet,19,RoundTrip,Australia,22,Thu,8.58,4
11510,1,Internet,31,RoundTrip,Australia,37,Mon,8.58,12
11511,1,Internet,40,OneWay,Australia,65,Thu,8.58,8
11512,1,Internet,30,RoundTrip,Australia,30,Sat,8.58,11
11513,1,Internet,29,RoundTrip,Australia,37,Fri,8.58,2
11514,1,Internet,42,RoundTrip,Australia,38,Sat,8.58,3
11515,1,Internet,23,RoundTrip,Australia,32,Mon,8.58,12
11516,1,Internet,99,RoundTrip,Australia,11,Tue,8.58,16
11517,2,Internet,27,RoundTrip,Australia,78,Tue,8.58,11
11518,2,Internet,38,RoundTrip,Australia,8,Mon,8.58,3
11519,1,Internet,31,RoundTrip,Australia,39,Mon,8.58,16
11520,1,Internet,104,RoundTrip,Australia,1,Thu,5.62,2
11521,1,Mobile,49,RoundTrip,Australia,145,Mon,5.62,13
11522,1,Internet,28,RoundTrip,Australia,54,Mon,5.62,10
11523,2,Internet,23,RoundTrip,Australia,40,Wed,5.62,14
11524,1,Internet,21,RoundTrip,Australia,122,Thu,5.62,20
11525,2,Internet,26,RoundTrip,Australia,186,Sun,5.62,5
11526,3,Internet,26,RoundTrip,Australia,115,Sun,5.62,6
11527,2,Internet,29,RoundTrip,Australia,174,Mon,5.62,12
11528,1,Internet,17,RoundTrip,Australia,10,Wed,5.62,11
11529,1,Internet,20,RoundTrip,Australia,1,Tue,5.62,14
11530,1,Internet,17,RoundTrip,Australia,193,Mon,5.62,0
11531,1,Internet,48,RoundTrip,Australia,7,Wed,5.62,15
11532,1,Internet,21,RoundTrip,Australia,27,Mon,5.62,9
11533,1,Internet,29,RoundTrip,Australia,86,Wed,5.62,11
11534,2,Internet,20,RoundTrip,Australia,18,Wed,5.62,12
11535,6,Internet,26,RoundTrip,Australia,210,Mon,5.62,1
11536,2,Internet,34,RoundTrip,Australia,50,Thu,5.62,3
11537,1,Internet,19,RoundTrip,Australia,38,Sun,5.62,8
11538,3,Internet,18,RoundTrip,Australia,315,Mon,5.62,13
11539,2,Internet,36,RoundTrip,Australia,133,Tue,5.62,5
11540,1,Internet,41,RoundTrip,Australia,270,Tue,5.62,13
11541,1,Internet,40,RoundTrip,Australia,35,Sun,5.62,6
11542,1,Internet,70,RoundTrip,Australia,110,Wed,5.62,2
11543,1,Internet,21,RoundTrip,Australia,161,Sat,5.62,1
11544,1,Internet,20,RoundTrip,Australia,27,Mon,5.62,14
11545,3,Internet,294,RoundTrip,Australia,57,Thu,5.62,5
11546,1,Internet,30,RoundTrip,Australia,55,Mon,5.62,1
11548,1,Internet,24,RoundTrip,Australia,70,Wed,5.62,22
11549,1,Internet,24,RoundTrip,Australia,106,Mon,5.62,12
11550,1,Internet,37,RoundTrip,Australia,9,Mon,5.62,16
11551,1,Internet,18,RoundTrip,Australia,28,Tue,5.62,11
11552,1,Internet,34,RoundTrip,Australia,76,Thu,5.62,23
11553,1,Internet,20,RoundTrip,Australia,113,Wed,5.62,4
11554,1,Internet,17,RoundTrip,Australia,50,Fri,5.62,8
11555,1,Internet,120,RoundTrip,Australia,85,Thu,5.62,8
11556,1,Internet,25,RoundTrip,Australia,27,Sun,5.62,16
11557,4,Internet,34,RoundTrip,Australia,175,Fri,5.62,10
11558,1,Internet,43,RoundTrip,Australia,45,Wed,5.62,13
11559,2,Internet,20,RoundTrip,Australia,89,Mon,5.62,14
11560,2,Internet,28,RoundTrip,Australia,157,Thu,5.62,4
11561,1,Internet,29,RoundTrip,Australia,11,Tue,5.62,16
11562,2,Internet,17,RoundTrip,Australia,125,Wed,5.62,10
11563,1,Internet,1,RoundTrip,Australia,0,Mon,5.62,1
11564,1,Internet,41,RoundTrip,Australia,34,Sun,5.62,14
11565,1,Mobile,35,RoundTrip,Australia,156,Sat,5.62,1
11566,1,Internet,17,RoundTrip,Australia,11,Mon,5.62,16
11567,1,Internet,84,RoundTrip,Australia,30,Mon,5.62,7
11568,1,Internet,19,RoundTrip,Australia,189,Mon,5.62,7
11569,1,Internet,21,RoundTrip,Australia,56,Sat,5.62,2
11570,1,Internet,52,RoundTrip,Australia,211,Sun,5.62,6
11571,1,Internet,19,RoundTrip,Australia,25,Tue,5.62,8
11572,1,Internet,23,RoundTrip,Australia,43,Mon,5.62,11
11573,2,Internet,23,RoundTrip,Australia,280,Mon,5.62,3
11574,1,Internet,20,RoundTrip,Australia,122,Sat,5.62,10
11575,1,Internet,23,RoundTrip,Australia,211,Sun,5.62,6
11576,1,Internet,21,RoundTrip,Australia,46,Wed,5.62,12
11577,2,Internet,17,RoundTrip,Australia,76,Thu,5.62,6
11578,1,Internet,17,RoundTrip,Australia,117,Wed,5.62,11
11579,2,Internet,22,RoundTrip,Australia,56,Fri,5.62,14
11580,1,Internet,39,RoundTrip,Australia,283,Mon,5.62,6
11581,1,Internet,25,RoundTrip,Australia,4,Wed,5.62,10
11582,2,Internet,18,RoundTrip,Australia,54,Mon,5.62,13
11583,1,Internet,19,RoundTrip,Australia,23,Wed,5.62,8
11584,1,Internet,30,RoundTrip,Australia,35,Sat,5.62,2
11585,1,Internet,47,RoundTrip,Australia,47,Sat,5.62,13
11586,2,Internet,31,RoundTrip,Australia,369,Tue,5.62,1
11587,2,Internet,33,RoundTrip,Australia,75,Thu,5.62,5
11588,1,Internet,31,RoundTrip,Australia,114,Tue,5.62,8
11589,1,Internet,73,RoundTrip,Australia,8,Mon,5.62,14
11590,1,Internet,81,RoundTrip,Australia,66,Sat,5.62,5
11591,1,Internet,21,RoundTrip,Australia,158,Tue,5.62,5
11592,1,Internet,17,RoundTrip,Australia,536,Wed,5.62,4
11593,1,Internet,91,RoundTrip,Australia,26,Sat,5.62,12
11594,1,Internet,20,RoundTrip,Australia,17,Sun,5.62,15
11595,2,Internet,17,RoundTrip,Australia,52,Sun,5.62,3
11596,1,Internet,19,RoundTrip,Australia,171,Fri,5.62,7
11597,1,Internet,116,RoundTrip,Australia,73,Fri,5.62,6
11598,1,Internet,91,RoundTrip,Australia,93,Thu,5.62,12
11599,2,Internet,29,RoundTrip,Australia,171,Tue,5.62,14
11600,1,Internet,27,RoundTrip,Australia,88,Fri,5.62,5
11601,1,Internet,122,RoundTrip,Australia,25,Tue,5.62,3
11602,2,Internet,18,RoundTrip,Australia,46,Tue,5.62,4
11603,1,Internet,32,RoundTrip,Australia,20,Mon,5.62,13
11604,3,Internet,17,RoundTrip,Australia,251,Sun,5.62,6
11605,1,Internet,18,RoundTrip,Australia,4,Sun,5.62,1
11606,2,Internet,58,RoundTrip,Australia,102,Wed,5.62,3
11607,1,Internet,91,RoundTrip,Australia,1,Thu,5.62,9
11608,1,Internet,29,RoundTrip,Australia,130,Mon,5.62,12
11609,2,Internet,18,RoundTrip,Australia,30,Thu,5.62,14
11610,1,Internet,90,RoundTrip,Australia,104,Fri,5.62,17
11611,2,Internet,17,RoundTrip,Australia,278,Mon,5.62,2
11612,1,Internet,27,RoundTrip,Australia,85,Sat,5.62,4
11613,1,Internet,21,RoundTrip,Australia,91,Tue,5.62,2
11614,1,Internet,1,RoundTrip,Australia,4,Sat,5.62,5
11615,2,Internet,40,RoundTrip,Australia,124,Sun,5.62,11
11616,1,Internet,32,RoundTrip,Australia,45,Fri,5.62,12
11617,1,Mobile,25,RoundTrip,Australia,94,Sun,5.62,1
11618,1,Internet,17,RoundTrip,Australia,201,Wed,5.62,3
