,num_passengers,purchase_to_travel,length_of_stay,flight_hour,flight_duration,clusters,cluster
12470,1,280,22,15,5.62,1,purple
12471,1,1,115,5,5.62,0,pink
12472,2,194,29,11,5.62,2,dark purple
12473,2,3,24,11,5.62,0,pink
12474,2,272,31,7,5.62,1,purple
12475,1,320,29,12,5.62,1,purple
12476,1,239,29,1,5.62,1,purple
12477,1,58,20,1,5.62,0,pink
12478,1,2,144,18,5.62,0,pink
12479,1,13,33,10,5.62,0,pink
12480,3,186,19,5,5.62,2,dark purple
12481,1,5,174,4,5.62,0,pink
12482,4,70,22,13,5.62,0,pink
12483,2,6,25,17,5.62,0,pink
12484,3,40,76,1,5.62,0,pink
12485,1,16,19,9,5.62,0,pink
12486,3,347,46,9,5.62,1,purple
12487,1,100,32,13,5.62,2,dark purple
12488,1,46,115,4,5.62,0,pink
12489,1,42,29,3,5.62,0,pink
12490,3,12,55,14,5.62,0,pink
12491,2,31,72,15,5.62,0,pink
12492,1,30,29,13,5.62,0,pink
12493,4,212,39,13,5.62,2,dark purple
12494,1,55,40,17,5.62,0,pink
12495,3,124,38,14,5.62,2,dark purple
12496,2,7,88,11,5.62,0,pink
12497,2,79,29,13,5.62,0,pink
12498,1,36,29,9,5.62,0,pink
12499,2,236,43,14,5.62,1,purple
12500,3,231,36,5,5.62,1,purple
12501,1,18,22,13,5.62,0,pink
12502,2,13,24,2,5.62,0,pink
12503,1,88,50,12,5.62,2,dark purple
12504,4,179,103,10,5.62,2,dark purple
12505,1,122,47,8,5.62,2,dark purple
12506,1,14,31,8,5.62,0,pink
12507,1,14,38,0,5.62,0,pink
12508,1,12,34,8,5.62,0,pink
12509,1,117,29,11,5.62,2,dark purple
12510,1,0,18,15,5.62,0,pink
12511,1,17,32,15,5.62,0,pink
12512,1,0,18,15,5.62,0,pink
12513,1,116,29,5,5.62,2,dark purple
12514,1,1,36,13,5.62,0,pink
12515,2,28,39,16,5.62,0,pink
12516,1,20,29,4,5.62,0,pink
12517,1,24,28,9,8.58,0,pink
12518,1,117,32,8,8.58,2,dark purple
12519,1,88,18,20,8.58,2,dark purple
12520,1,49,23,22,8.58,0,pink
12521,1,197,53,6,8.58,2,dark purple
12522,1,32,55,12,8.58,0,pink
12523,1,3,25,2,8.58,0,pink
12524,2,311,17,23,8.58,1,purple
12525,1,231,25,11,8.58,1,purple
12526,1,55,25,6,8.58,0,pink
12527,1,19,74,5,8.58,0,pink
12528,1,325,17,4,8.58,1,purple
12529,1,90,25,11,8.58,2,dark purple
12530,1,29,28,2,8.58,0,pink
12531,2,33,23,0,8.58,0,pink
12532,1,258,22,7,8.58,1,purple
12533,2,242,20,4,8.58,1,purple
12534,1,96,19,11,8.58,2,dark purple
12535,1,19,17,6,8.58,0,pink
12536,1,94,32,7,8.58,2,dark purple
12537,3,78,23,7,8.58,0,pink
12538,1,11,42,9,8.58,0,pink
12539,1,35,60,0,8.58,0,pink
12540,2,65,27,7,8.58,0,pink
12541,1,42,33,11,8.58,0,pink
12542,1,162,30,2,8.58,2,dark purple
12543,2,150,23,11,8.58,2,dark purple
12544,2,120,34,6,8.58,2,dark purple
12545,2,26,18,13,8.58,0,pink
12546,1,8,39,2,8.58,0,pink
12547,1,23,20,4,8.58,0,pink
12548,1,95,23,23,8.58,2,dark purple
12549,1,208,34,21,8.58,2,dark purple
12550,2,38,17,0,8.58,0,pink
12551,1,89,23,2,8.58,2,dark purple
12552,1,19,31,12,8.58,0,pink
12553,1,704,23,8,8.58,1,purple
12554,2,58,17,8,8.58,0,pink
12555,1,101,22,3,8.58,2,dark purple
12556,2,68,24,10,8.58,0,pink
12557,1,56,43,6,8.58,0,pink
12558,1,45,61,9,8.58,0,pink
12559,1,54,37,13,8.58,0,pink
12560,1,314,26,9,8.58,1,purple
12561,1,39,17,4,8.58,0,pink
12562,1,34,27,23,8.58,0,pink
12563,1,107,22,13,8.58,2,dark purple
12564,1,130,37,13,8.58,2,dark purple
12565,1,21,38,2,8.58,0,pink
12566,1,115,28,1,8.58,2,dark purple
12567,2,184,18,11,8.58,2,dark purple
12568,1,109,43,1,8.58,2,dark purple
12569,4,39,19,5,8.58,0,pink
12570,1,30,18,11,8.58,0,pink
12571,1,34,29,23,8.58,0,pink
12572,1,29,23,23,8.58,0,pink
12573,1,30,27,6,8.58,0,pink
12574,2,26,17,5,8.58,0,pink
12575,1,4,60,1,8.58,0,pink
12576,2,154,49,10,8.58,2,dark purple
12577,1,206,21,13,8.58,2,dark purple
12578,1,21,30,9,8.58,0,pink
12579,1,39,155,1,8.58,0,pink
12580,1,58,22,1,8.58,0,pink
12581,1,20,20,9,8.58,0,pink
12582,2,116,22,7,8.58,2,dark purple
12583,1,7,67,11,8.58,0,pink
12584,1,367,577,2,8.58,1,purple
12585,2,108,35,10,8.58,2,dark purple
12586,1,69,19,3,8.58,0,pink
12587,1,24,25,0,8.58,0,pink
12588,2,62,26,8,8.58,0,pink
12589,1,63,25,8,8.58,0,pink
12590,1,37,37,9,8.58,0,pink
12591,5,174,21,10,8.58,2,dark purple
12592,1,42,22,1,8.58,0,pink
12593,1,70,84,2,8.58,0,pink
12594,1,59,39,10,8.58,0,pink
12595,1,68,19,11,8.58,0,pink
12596,1,157,21,7,8.58,2,dark purple
12597,1,52,365,10,8.58,0,pink
12598,2,78,18,5,8.58,0,pink
12599,1,49,18,5,8.58,0,pink
12600,1,37,107,2,8.58,0,pink
12601,1,45,20,4,8.58,0,pink
12602,1,13,108,0,8.58,0,pink
12603,1,58,17,23,8.58,0,pink
12604,1,81,23,2,8.58,0,pink
12605,1,35,26,9,8.58,0,pink
12606,1,14,80,10,8.58,0,pink
12607,1,28,22,9,8.58,0,pink
12608,2,7,22,10,8.58,0,pink
12609,1,39,21,11,8.58,0,pink
12610,2,365,21,10,8.58,1,purple
12611,1,32,17,8,8.58,0,pink
12612,2,99,19,16,8.58,2,dark purple
12613,2,55,20,0,8.58,0,pink
12614,1,31,41,7,8.58,0,pink
12615,2,60,21,10,8.58,0,pink
12616,1,135,26,9,8.58,2,dark purple
12617,1,75,24,12,8.58,0,pink
12618,1,52,31,22,8.58,0,pink
12619,1,16,47,10,8.58,0,pink
12620,2,58,88,2,8.58,0,pink
12621,1,51,19,15,8.58,0,pink
12622,1,17,35,8,8.58,0,pink
12623,1,29,19,6,8.58,0,pink
12624,1,7,24,2,8.58,0,pink
12625,1,82,32,23,8.58,0,pink
12626,1,352,20,7,8.58,1,purple
12627,1,32,19,23,8.58,0,pink
12628,1,23,34,12,8.58,0,pink
12629,1,65,17,2,8.58,0,pink
12630,1,124,17,2,8.58,2,dark purple
12631,1,9,67,16,8.58,0,pink
12632,2,389,18,22,8.58,1,purple
12633,1,20,19,15,8.58,0,pink
12634,1,37,34,7,8.58,0,pink
12635,1,20,21,6,8.58,0,pink
12636,7,381,36,11,8.58,1,purple
12637,1,26,19,7,8.58,0,pink
12638,1,83,18,0,8.58,0,pink
12639,1,14,24,10,8.58,0,pink
12640,1,17,18,15,8.58,0,pink
12641,1,22,18,8,8.58,0,pink
12642,1,23,24,11,8.58,0,pink
12643,1,53,27,4,8.58,0,pink
12644,1,115,29,22,8.58,2,dark purple
12645,1,23,90,5,8.58,0,pink
12646,1,94,34,10,8.58,2,dark purple
12647,1,29,28,5,8.58,0,pink
12648,4,68,20,5,8.58,0,pink
12649,2,99,50,12,8.58,2,dark purple
12650,1,45,22,6,8.58,0,pink
12651,1,32,33,11,8.58,0,pink
12652,1,66,83,6,8.58,0,pink
12653,1,5,17,9,8.58,0,pink
12654,1,42,20,9,8.58,0,pink
12655,1,15,42,5,8.58,0,pink
12656,1,196,18,12,8.58,2,dark purple
12657,2,93,80,7,8.58,2,dark purple
12658,1,56,23,6,8.58,0,pink
12659,1,36,21,6,8.58,0,pink
12660,1,57,27,7,8.58,0,pink
12661,1,13,20,9,8.58,0,pink
12662,1,32,22,10,8.58,0,pink
12663,1,69,83,15,8.58,0,pink
12664,1,117,45,11,8.58,2,dark purple
12665,1,33,23,15,8.58,0,pink
12666,1,17,90,2,8.58,0,pink
12667,1,60,17,1,8.58,0,pink
12668,1,56,30,2,8.58,0,pink
12669,1,51,24,9,8.58,0,pink
12670,1,84,40,12,8.58,0,pink
12671,1,260,19,1,8.58,1,purple
12672,1,63,19,14,8.58,0,pink
12673,1,120,19,11,8.58,2,dark purple
12674,2,146,22,7,8.58,2,dark purple
12675,4,139,17,9,8.58,2,dark purple
12676,1,28,31,1,8.58,0,pink
12677,1,56,31,2,8.58,0,pink
12678,1,45,17,23,8.58,0,pink
12679,2,43,36,12,8.58,0,pink
12680,2,257,20,8,8.58,1,purple
12681,2,375,23,23,8.58,1,purple
12682,1,7,22,1,8.58,0,pink
12683,1,314,22,12,8.58,1,purple
12684,1,3,59,2,8.58,0,pink
12685,1,120,18,8,8.58,2,dark purple
12686,1,36,24,10,8.58,0,pink
12687,1,28,27,22,8.58,0,pink
12688,1,79,21,10,8.58,0,pink
12689,1,12,22,11,8.58,0,pink
12690,2,142,24,12,8.58,2,dark purple
12691,1,95,38,9,8.58,2,dark purple
12692,1,59,20,5,8.58,0,pink
12693,1,109,50,7,8.58,2,dark purple
12694,1,2,48,7,8.58,0,pink
12695,1,59,30,4,8.58,0,pink
12696,1,75,28,3,8.58,0,pink
12697,1,14,22,5,8.58,0,pink
12698,1,90,20,3,8.58,2,dark purple
12699,1,91,43,12,8.58,2,dark purple
12700,1,2,20,13,8.58,0,pink
12701,1,12,41,9,8.58,0,pink
12702,1,10,29,3,8.58,0,pink
12703,1,88,17,8,8.58,2,dark purple
12704,1,16,43,10,8.58,0,pink
12705,2,283,23,9,8.58,1,purple
12706,1,242,18,9,8.58,1,purple
12707,2,233,20,10,8.58,1,purple
12708,2,88,17,8,8.58,2,dark purple
12709,1,75,24,10,8.58,0,pink
12710,1,68,20,0,8.58,0,pink
12711,1,51,38,1,8.58,0,pink
12712,1,27,167,0,8.58,0,pink
12713,5,98,27,10,8.58,2,dark purple
12714,2,231,19,6,8.58,1,purple
12715,1,223,28,13,8.58,1,purple
12716,3,119,32,9,8.58,2,dark purple
12717,1,14,34,0,8.58,0,pink
12718,1,73,34,22,8.58,0,pink
12719,3,15,44,13,8.58,0,pink
12720,2,36,18,11,8.58,0,pink
12721,1,25,119,5,8.58,0,pink
12722,1,29,20,13,8.58,0,pink
12723,2,125,56,4,8.58,2,dark purple
12724,1,81,17,7,8.58,0,pink
12725,1,69,18,1,8.58,0,pink
12726,1,100,23,5,8.58,2,dark purple
12727,2,172,28,9,8.58,2,dark purple
12728,2,66,27,21,8.58,0,pink
12729,3,156,24,11,8.58,2,dark purple
12730,1,86,17,11,8.58,2,dark purple
12731,1,72,24,6,8.58,0,pink
12732,1,112,18,13,8.58,2,dark purple
12733,1,88,17,9,8.58,2,dark purple
12734,1,6,20,11,8.58,0,pink
12735,2,63,26,9,8.58,0,pink
12736,2,88,17,7,8.58,2,dark purple
12737,1,59,20,12,8.58,0,pink
12738,2,192,28,1,8.58,2,dark purple
12739,1,88,17,9,8.58,2,dark purple
12740,1,21,21,3,8.58,0,pink
12741,1,128,18,6,8.58,2,dark purple
12742,2,40,29,9,8.58,0,pink
12743,1,287,28,10,8.58,1,purple
12744,1,124,18,4,8.58,2,dark purple
12745,1,7,19,1,8.58,0,pink
12746,1,4,19,13,8.58,0,pink
12747,1,45,29,4,8.58,0,pink
12748,1,7,17,11,8.58,0,pink
12749,1,124,24,12,8.58,2,dark purple
12750,4,276,17,10,8.58,1,purple
12751,1,42,22,15,4.67,0,pink
12752,1,6,83,1,8.58,0,pink
12753,1,252,25,21,8.58,1,purple
12754,1,28,40,8,8.58,0,pink
12755,2,21,19,8,8.58,0,pink
12756,2,166,17,6,8.58,2,dark purple
12757,1,1,19,12,8.58,0,pink
12758,3,161,28,9,8.58,2,dark purple
12759,1,119,28,0,8.58,2,dark purple
12760,1,12,21,22,8.58,0,pink
12761,1,200,27,13,8.58,2,dark purple
12762,3,5,61,6,8.58,0,pink
12763,5,263,17,10,8.58,1,purple
12764,2,21,33,20,8.58,0,pink
12765,2,12,177,9,8.58,0,pink
12766,1,202,21,4,8.58,2,dark purple
12767,2,41,86,14,8.58,0,pink
12768,2,19,22,11,8.58,0,pink
12769,3,329,29,11,8.58,1,purple
12770,1,60,17,23,8.58,0,pink
12771,2,189,26,13,8.58,2,dark purple
12772,1,63,22,9,8.58,0,pink
12773,1,32,28,7,8.58,0,pink
12774,1,327,23,4,8.58,1,purple
12775,1,35,45,15,8.58,0,pink
12776,1,107,17,6,8.58,2,dark purple
12777,1,72,17,1,8.58,0,pink
12778,1,243,24,1,8.58,1,purple
12779,1,222,21,7,8.58,1,purple
12780,1,19,27,2,8.58,0,pink
12781,1,12,17,6,8.58,0,pink
12782,1,13,39,12,8.58,0,pink
12783,1,100,64,10,8.58,2,dark purple
12784,2,61,17,5,8.58,0,pink
12785,1,90,18,7,8.58,2,dark purple
12786,3,309,29,1,8.58,1,purple
12787,1,173,28,4,8.58,2,dark purple
12788,1,10,74,5,8.58,0,pink
12789,2,74,59,0,8.58,0,pink
12790,1,217,24,7,8.58,1,purple
12791,1,40,25,13,8.58,0,pink
12792,1,122,39,12,8.58,2,dark purple
12793,1,40,17,3,8.58,0,pink
12794,1,11,36,3,8.58,0,pink
12795,1,52,19,13,8.58,0,pink
12796,1,132,17,8,8.58,2,dark purple
12797,1,65,38,7,8.58,0,pink
12798,1,191,83,11,8.58,2,dark purple
12799,1,32,18,6,8.58,0,pink
12800,1,9,63,0,8.58,0,pink
12801,2,53,26,9,8.58,0,pink
12802,1,117,39,11,8.58,2,dark purple
12803,1,79,69,8,8.58,0,pink
12804,1,73,51,5,8.58,0,pink
12805,1,141,89,23,8.58,2,dark purple
12806,1,5,48,6,8.58,0,pink
12807,1,67,17,13,8.58,0,pink
12808,1,121,22,5,8.58,2,dark purple
12809,1,42,34,12,8.58,0,pink
12810,1,19,36,12,8.58,0,pink
12811,1,51,28,12,8.58,0,pink
12812,5,46,28,3,8.58,0,pink
12813,1,17,113,8,8.58,0,pink
12814,3,224,36,0,8.58,1,purple
12815,1,72,38,1,8.58,0,pink
12816,1,44,64,9,8.58,0,pink
12817,1,65,17,10,8.58,0,pink
12818,2,83,27,8,8.58,0,pink
12819,1,106,19,7,8.58,2,dark purple
12820,1,21,36,7,8.58,0,pink
12821,1,36,90,2,8.58,0,pink
12822,1,20,27,4,8.58,0,pink
12823,3,34,19,6,8.58,0,pink
12824,1,38,21,5,8.58,0,pink
12825,1,39,26,2,8.58,0,pink
12826,1,55,26,12,8.58,0,pink
12827,1,13,32,12,8.58,0,pink
12828,1,46,22,23,8.58,0,pink
12829,1,38,27,6,8.58,0,pink
12830,1,203,20,9,8.58,2,dark purple
12831,1,11,25,21,8.58,0,pink
12832,2,356,21,23,8.58,1,purple
12833,2,213,30,10,8.58,2,dark purple
12834,2,267,20,7,8.58,1,purple
12835,1,64,21,10,8.58,0,pink
12836,1,50,17,8,8.58,0,pink
12837,1,25,84,1,8.58,0,pink
12838,1,50,24,11,8.58,0,pink
12839,1,52,59,6,8.58,0,pink
12840,1,30,23,14,8.58,0,pink
12841,1,37,27,6,8.58,0,pink
12842,4,134,34,2,8.58,2,dark purple
12843,3,311,39,2,8.58,1,purple
12844,2,82,21,9,8.58,0,pink
12845,2,156,19,3,8.58,2,dark purple
12846,2,13,29,11,8.58,0,pink
12847,1,2,32,4,8.58,0,pink
12848,1,11,19,13,8.58,0,pink
12849,2,189,19,7,8.58,2,dark purple
12850,1,44,29,1,8.58,0,pink
12851,1,72,75,7,8.58,0,pink
12852,1,66,18,13,8.58,0,pink
12853,4,208,21,8,8.58,2,dark purple
12854,1,238,29,4,8.58,1,purple
12855,1,24,21,0,8.58,0,pink
12856,1,6,19,5,8.58,0,pink
12857,1,32,35,11,8.58,0,pink
12858,1,3,31,22,8.58,0,pink
12859,2,210,27,11,8.58,2,dark purple
12860,1,56,23,4,8.58,0,pink
12861,1,26,29,2,8.58,0,pink
12862,1,95,62,11,8.58,2,dark purple
12863,1,99,24,2,8.58,2,dark purple
12864,1,406,24,3,8.58,1,purple
12865,1,238,41,2,8.58,1,purple
12866,2,287,38,6,8.58,1,purple
12867,1,46,30,6,8.58,0,pink
12868,2,91,19,23,8.58,2,dark purple
12869,1,6,18,11,8.58,0,pink
12870,1,22,181,13,8.58,0,pink
12871,1,6,31,0,8.58,0,pink
12872,1,52,19,13,8.58,0,pink
12873,5,185,29,7,8.58,2,dark purple
12874,2,47,25,3,8.58,0,pink
12875,2,15,21,0,8.58,0,pink
12876,1,8,31,10,8.58,0,pink
12877,1,68,30,21,8.58,0,pink
12878,1,10,20,13,8.58,0,pink
12879,1,62,22,7,8.58,0,pink
12880,1,42,28,3,8.58,0,pink
12881,1,12,57,1,8.58,0,pink
12882,1,78,29,8,8.58,0,pink
12883,1,141,31,11,8.58,2,dark purple
12884,6,161,18,12,8.58,2,dark purple
12885,2,23,29,12,8.58,0,pink
12886,1,150,19,11,8.58,2,dark purple
12887,2,125,23,4,8.58,2,dark purple
12888,2,60,21,10,8.58,0,pink
12889,1,19,45,10,8.58,0,pink
12890,2,237,17,8,8.58,1,purple
12891,2,228,22,0,8.58,1,purple
12892,1,72,25,6,8.58,0,pink
12893,3,88,22,10,8.58,2,dark purple
12894,1,106,29,10,8.58,2,dark purple
12895,1,95,41,4,8.58,2,dark purple
12896,1,39,21,1,8.58,0,pink
12897,2,224,18,7,8.58,1,purple
12898,1,50,20,0,8.58,0,pink
12899,1,60,33,4,8.58,0,pink
12900,1,107,17,6,8.58,2,dark purple
12901,1,38,22,23,8.58,0,pink
12902,1,111,19,10,8.58,2,dark purple
12903,1,174,37,10,8.58,2,dark purple
12904,2,107,22,6,8.58,2,dark purple
12905,2,330,25,7,8.58,1,purple
12906,1,69,34,4,8.58,0,pink
12907,1,32,30,5,8.58,0,pink
12908,1,206,19,12,8.58,2,dark purple
12909,1,240,33,10,8.58,1,purple
12910,1,4,90,12,8.58,0,pink
12911,1,60,21,5,8.58,0,pink
12912,1,46,89,8,8.58,0,pink
12913,1,17,19,10,8.58,0,pink
12914,1,84,27,12,8.58,2,dark purple
12915,2,185,28,5,8.58,2,dark purple
12916,1,138,28,5,8.58,2,dark purple
12917,2,56,28,8,8.58,0,pink
12918,1,36,37,14,8.58,0,pink
12919,1,15,24,0,8.58,0,pink
12920,2,295,46,11,8.58,1,purple
12921,1,32,79,8,8.58,0,pink
12922,2,24,33,22,8.58,0,pink
12923,1,56,18,7,8.58,0,pink
12924,3,62,20,2,8.58,0,pink
12925,4,38,21,12,8.58,0,pink
12926,1,136,31,10,8.58,2,dark purple
12927,2,67,19,11,8.58,0,pink
12928,2,34,22,13,8.58,0,pink
12929,1,177,29,4,8.58,2,dark purple
12930,2,165,27,10,8.58,2,dark purple
12931,1,108,31,0,8.58,2,dark purple
12932,1,87,18,11,8.58,2,dark purple
12933,1,51,24,12,8.58,0,pink
12934,3,289,35,19,8.58,1,purple
12935,5,167,35,9,8.58,2,dark purple
12936,3,189,19,7,8.58,2,dark purple
12937,2,78,18,13,8.58,0,pink
12938,3,87,18,5,8.58,2,dark purple
12939,1,15,36,11,8.58,0,pink
12940,1,40,32,4,8.58,0,pink
12941,1,25,26,11,8.58,0,pink
12942,1,38,20,5,8.58,0,pink
12943,1,54,21,7,8.58,0,pink
12944,1,13,39,12,8.58,0,pink
12945,1,52,17,10,8.58,0,pink
12946,1,130,48,2,8.58,2,dark purple
12947,3,208,31,22,8.58,2,dark purple
12948,1,26,22,6,8.58,0,pink
12949,1,46,28,7,8.58,0,pink
12950,4,30,21,13,8.58,0,pink
12951,3,70,25,8,8.58,0,pink
12952,1,39,23,9,8.58,0,pink
12953,1,50,89,10,8.58,0,pink
12954,2,67,17,8,8.58,0,pink
12955,1,90,20,8,8.58,2,dark purple
12956,1,95,37,2,8.58,2,dark purple
12957,3,163,25,12,8.58,2,dark purple
12958,1,29,23,1,8.58,0,pink
12959,1,129,21,3,8.58,2,dark purple
12960,1,73,29,13,8.58,0,pink
12961,1,45,65,21,8.58,0,pink
12962,2,377,22,10,8.58,1,purple
12963,1,210,17,11,8.58,2,dark purple
12964,1,55,22,7,8.58,0,pink
12965,1,16,1,7,8.58,0,pink
12966,1,150,29,3,8.58,2,dark purple
12967,1,145,48,4,8.58,2,dark purple
12968,1,20,166,5,8.58,0,pink
12969,1,14,19,4,8.58,0,pink
12970,2,72,25,6,8.58,0,pink
12971,1,298,77,23,8.58,1,purple
12972,2,325,28,5,8.58,1,purple
12973,1,15,293,23,8.58,0,pink
12974,1,73,22,12,8.58,0,pink
12975,1,121,25,11,8.58,2,dark purple
12976,4,51,18,11,8.58,0,pink
12977,1,39,21,12,8.58,0,pink
12978,1,30,26,15,8.58,0,pink
12979,1,91,22,0,8.58,2,dark purple
12980,2,212,34,7,8.58,2,dark purple
12981,1,175,48,22,8.58,2,dark purple
12982,1,81,17,4,8.58,0,pink
12983,1,66,38,4,8.58,0,pink
12984,1,35,19,3,8.58,0,pink
12985,1,12,120,1,8.58,0,pink
12986,1,93,25,12,8.58,2,dark purple
12987,2,282,18,3,8.58,1,purple
12988,1,39,57,13,8.58,0,pink
12989,1,16,17,13,8.58,0,pink
12990,2,37,22,4,8.58,0,pink
12991,1,44,35,7,8.58,0,pink
12992,1,42,21,4,8.58,0,pink
12993,1,91,22,0,8.58,2,dark purple
12994,1,206,30,11,8.58,2,dark purple
12995,1,11,17,11,8.58,0,pink
12996,2,17,132,4,8.58,0,pink
12997,2,180,18,1,8.58,2,dark purple
12998,1,44,21,11,8.58,0,pink
12999,1,54,41,10,8.58,0,pink
13000,1,117,18,9,8.58,2,dark purple
13001,4,131,17,11,8.58,2,dark purple
13002,4,144,24,1,8.58,2,dark purple
13003,2,106,21,11,8.58,2,dark purple
13004,1,98,19,0,8.58,2,dark purple
13005,1,82,30,9,8.58,0,pink
13006,2,48,36,12,8.58,0,pink
13007,1,23,25,9,8.58,0,pink
13008,2,334,35,11,8.58,1,purple
13009,1,113,20,10,8.58,2,dark purple
13010,1,238,28,12,8.58,1,purple
13011,1,21,44,3,8.58,0,pink
13012,1,131,36,14,8.58,2,dark purple
13013,1,164,23,5,8.58,2,dark purple
13014,2,412,20,7,8.58,1,purple
13015,1,31,21,0,8.58,0,pink
13016,1,21,35,23,8.58,0,pink
13017,1,60,43,9,8.58,0,pink
13018,2,179,24,11,8.58,2,dark purple
13019,1,3,17,13,8.58,0,pink
13020,1,446,36,6,8.58,1,purple
13021,1,149,64,22,8.58,2,dark purple
13022,2,27,46,10,8.58,0,pink
13023,2,99,90,2,8.58,2,dark purple
13024,1,94,24,13,8.58,2,dark purple
13025,1,156,25,10,8.58,2,dark purple
13026,2,1,17,6,8.58,0,pink
13027,1,65,19,19,8.58,0,pink
13028,1,114,21,3,8.58,2,dark purple
13029,1,47,19,4,8.58,0,pink
13030,2,296,37,12,8.58,1,purple
13031,1,35,19,1,8.58,0,pink
13032,1,45,20,4,8.58,0,pink
13033,1,67,35,11,8.58,0,pink
13034,1,92,46,10,8.58,2,dark purple
13035,1,44,44,12,8.58,0,pink
13036,1,17,18,2,8.58,0,pink
13037,1,13,28,2,8.58,0,pink
13038,2,328,20,20,8.58,1,purple
13039,1,84,22,8,8.58,2,dark purple
13040,1,52,18,12,8.58,0,pink
13041,1,113,20,8,8.58,2,dark purple
13042,1,207,28,8,8.58,2,dark purple
13043,1,13,20,3,8.58,0,pink
13044,3,329,36,5,8.58,1,purple
13045,2,20,37,10,8.58,0,pink
13046,1,33,52,13,8.58,0,pink
13047,1,50,63,9,8.58,0,pink
13048,1,28,20,14,8.58,0,pink
13049,1,174,23,3,8.58,2,dark purple
13050,4,91,18,12,8.58,2,dark purple
13051,1,148,22,10,8.58,2,dark purple
13052,1,93,25,11,8.58,2,dark purple
13053,2,324,28,23,8.58,1,purple
13054,1,8,30,6,8.58,0,pink
13055,1,94,48,17,8.58,2,dark purple
13056,1,31,20,11,8.58,0,pink
13057,5,203,35,22,8.58,2,dark purple
13058,1,126,26,14,8.58,2,dark purple
13059,1,112,42,23,8.58,2,dark purple
13060,1,37,56,0,8.58,0,pink
13061,1,89,25,14,8.58,2,dark purple
13062,2,10,23,4,8.58,0,pink
13063,2,174,21,8,8.58,2,dark purple
13064,1,87,60,15,8.58,2,dark purple
13065,2,79,30,6,8.58,0,pink
13066,1,6,31,2,8.58,0,pink
13067,1,3,364,2,8.58,0,pink
13068,1,9,19,2,8.58,0,pink
13069,1,115,44,14,8.58,2,dark purple
13070,1,61,24,11,8.58,0,pink
13071,2,130,45,13,8.58,2,dark purple
13072,1,14,17,6,8.58,0,pink
13073,2,83,20,13,8.58,0,pink
13074,1,213,21,7,8.58,2,dark purple
13075,2,37,17,10,8.58,0,pink
13076,1,8,21,11,8.58,0,pink
13077,1,25,31,4,8.58,0,pink
13078,3,1,17,0,8.58,0,pink
13079,1,12,90,22,8.58,0,pink
13080,1,187,34,10,8.58,2,dark purple
13081,1,63,18,1,8.58,0,pink
13082,1,37,24,23,8.58,0,pink
13083,1,17,30,3,8.58,0,pink
13084,1,117,39,10,8.58,2,dark purple
13085,1,49,91,4,8.58,0,pink
13086,1,32,23,23,8.58,0,pink
13087,2,63,18,5,8.58,0,pink
13088,1,52,36,11,8.58,0,pink
13089,1,30,22,13,8.58,0,pink
13090,2,115,19,8,8.58,2,dark purple
13091,1,14,77,5,8.58,0,pink
13092,1,203,39,10,8.58,2,dark purple
13093,2,75,29,5,8.58,0,pink
13094,2,108,22,10,8.58,2,dark purple
13095,1,153,28,6,8.58,2,dark purple
13096,1,20,28,11,8.58,0,pink
13097,1,158,27,4,8.58,2,dark purple
13098,1,231,28,8,8.58,1,purple
13099,1,38,20,12,8.58,0,pink
13100,1,153,50,5,8.58,2,dark purple
13101,1,78,49,4,8.58,0,pink
13102,2,191,35,7,8.58,2,dark purple
13103,1,14,23,12,8.58,0,pink
13104,3,112,21,0,8.58,2,dark purple
13105,2,178,28,13,8.58,2,dark purple
13106,2,70,18,12,8.58,0,pink
13107,1,240,21,10,8.58,1,purple
13108,1,66,35,6,8.58,0,pink
13109,1,16,153,16,8.58,0,pink
13110,3,1,27,4,8.58,0,pink
13111,2,22,22,2,8.58,0,pink
13112,2,94,21,3,8.58,2,dark purple
13113,1,2,27,3,8.58,0,pink
13114,2,47,34,6,8.58,0,pink
13115,1,93,20,2,8.58,2,dark purple
13116,1,42,18,3,8.58,0,pink
13117,3,197,25,22,8.58,2,dark purple
13118,1,6,24,3,8.58,0,pink
13119,2,380,22,9,8.58,1,purple
13120,1,69,24,3,8.58,0,pink
13121,3,134,22,23,8.58,2,dark purple
13122,1,93,17,2,8.58,2,dark purple
13123,2,54,18,10,8.58,0,pink
13124,1,113,20,22,8.58,2,dark purple
13125,1,241,29,6,8.58,1,purple
13126,2,157,25,23,8.58,2,dark purple
13127,1,86,49,9,8.58,2,dark purple
13128,1,39,17,14,8.58,0,pink
13129,2,143,28,8,8.58,2,dark purple
13130,1,51,17,0,8.58,0,pink
13131,1,99,18,11,8.58,2,dark purple
13132,2,394,31,3,8.58,1,purple
13133,1,43,26,9,8.58,0,pink
13134,1,28,22,11,8.58,0,pink
13135,3,315,36,7,8.58,1,purple
13136,5,85,38,5,8.58,2,dark purple
13137,1,21,30,5,8.58,0,pink
13138,1,61,36,7,8.58,0,pink
13139,1,50,62,2,8.58,0,pink
13140,1,139,31,12,8.58,2,dark purple
13141,2,112,30,11,8.58,2,dark purple
13142,2,167,29,0,8.58,2,dark purple
13143,1,34,146,4,8.58,0,pink
13144,1,49,24,8,8.58,0,pink
13145,1,47,87,4,8.58,0,pink
13146,1,103,18,3,8.58,2,dark purple
13147,3,139,25,0,8.58,2,dark purple
